Normal_test_accuracy,Normal_train_accuracy,Normal_f1_score_binary,Normal_f1_score_micro,Normal_test_auc_score,Normal_train_auc_score,Normal_precision,Normal_recall,Normal_cm,SMOTE_test_accuracy,SMOTE_train_accuracy,SMOTE_f1_score_binary,SMOTE_f1_score_micro,SMOTE_test_auc_score,SMOTE_train_auc_score,SMOTE_precision,SMOTE_recall,SMOTE_cm,GAN_test_accuracy,GAN_train_accuracy,GAN_f1_score_binary,GAN_f1_score_micro,GAN_test_auc_score,GAN_train_auc_score,GAN_precision,GAN_recall,GAN_cm,SGAN_test_accuracy,SGAN_train_accuracy,SGAN_f1_score_binary,SGAN_f1_score_micro,SGAN_test_auc_score,SGAN_train_auc_score,SGAN_precision,SGAN_recall,SGAN_cm,CTGAN_test_accuracy,CTGAN_train_accuracy,CTGAN_f1_score_binary,CTGAN_f1_score_micro,CTGAN_test_auc_score,CTGAN_train_auc_score,CTGAN_precision,CTGAN_recall,CTGAN_cm
0.9578947368421052,0.9452887537993921,0.5,0.9578947368421052,0.9962546816479401,0.963497453310696,1.0,0.3333333333333333,"[[89  0]
 [ 4  2]]",0.8842105263157894,0.9467741935483871,0.5217391304347826,0.8842105263157894,0.9831460674157304,0.9517065556711759,0.35294117647058826,1.0,"[[78 11]
 [ 0  6]]",0.9263157894736842,0.8661290322580645,0.631578947368421,0.9263157894736842,0.9868913857677902,0.9691987513007285,0.46153846153846156,1.0,"[[82  7]
 [ 0  6]]",0.8947368421052632,0.8403225806451613,0.5454545454545454,0.8947368421052632,0.9681647940074907,0.9379708636836629,0.375,1.0,"[[79 10]
 [ 0  6]]",0.9473684210526315,0.9516129032258065,0.7058823529411764,0.9473684210526315,0.9812734082397004,0.9901144640998959,0.5454545454545454,1.0,"[[84  5]
 [ 0  6]]"
0.9368421052631579,0.9544072948328267,0.0,0.9368421052631579,0.897003745318352,0.9704584040747029,,0.0,"[[89  0]
 [ 6  0]]",0.8421052631578947,0.8467741935483871,0.28571428571428575,0.8421052631578947,0.8932584269662921,0.9668366285119667,0.2,0.5,"[[77 12]
 [ 3  3]]",0.8,0.8629032258064516,0.1739130434782609,0.8000000000000002,0.8614232209737829,0.9646826222684703,0.11764705882352941,0.3333333333333333,"[[74 15]
 [ 4  2]]",0.8421052631578947,0.9419354838709677,0.28571428571428575,0.8421052631578947,0.8314606741573034,0.9794693028095733,0.2,0.5,"[[77 12]
 [ 3  3]]",0.8947368421052632,0.95,0.16666666666666666,0.8947368421052632,0.8333333333333333,0.9906763787721122,0.16666666666666666,0.16666666666666666,"[[84  5]
 [ 5  1]]"
0.968421052631579,0.9452887537993921,0.6666666666666666,0.968421052631579,0.9831460674157303,0.9570458404074703,1.0,0.5,"[[89  0]
 [ 3  3]]",0.968421052631579,0.7758064516129032,0.7692307692307692,0.968421052631579,0.9887640449438202,0.9544849115504683,0.7142857142857143,0.8333333333333334,"[[87  2]
 [ 1  5]]",0.9157894736842105,0.8129032258064516,0.5555555555555556,0.9157894736842105,0.9644194756554307,0.9324765868886578,0.4166666666666667,0.8333333333333334,"[[82  7]
 [ 1  5]]",0.968421052631579,0.8032258064516129,0.7692307692307692,0.968421052631579,0.9794007490636705,0.973194588969823,0.7142857142857143,0.8333333333333334,"[[87  2]
 [ 1  5]]",0.968421052631579,0.9370967741935484,0.7272727272727272,0.968421052631579,0.9569288389513109,0.9805202913631633,0.8,0.6666666666666666,"[[88  1]
 [ 2  4]]"
0.9578947368421052,0.9483282674772037,0.5,0.9578947368421052,0.9644194756554307,0.9685908319185059,1.0,0.3333333333333333,"[[89  0]
 [ 4  2]]",0.9578947368421052,0.7677419354838709,0.7142857142857143,0.9578947368421052,0.9850187265917604,0.9692403746097814,0.625,0.8333333333333334,"[[86  3]
 [ 1  5]]",0.9263157894736842,0.8467741935483871,0.4615384615384615,0.9263157894736842,0.949438202247191,0.9683142559833507,0.42857142857142855,0.5,"[[85  4]
 [ 3  3]]",0.9578947368421052,0.8096774193548387,0.7142857142857143,0.9578947368421052,0.9794007490636705,0.9691571279916753,0.625,0.8333333333333334,"[[86  3]
 [ 1  5]]",0.9473684210526315,0.9338709677419355,0.5454545454545454,0.9473684210526315,0.9719101123595506,0.9718626430801249,0.6,0.5,"[[87  2]
 [ 3  3]]"
0.9578947368421052,0.9513677811550152,0.5,0.9578947368421052,0.9531835205992509,0.96893039049236,1.0,0.3333333333333333,"[[89  0]
 [ 4  2]]",0.8526315789473684,0.8870967741935484,0.4166666666666667,0.8526315789473685,0.9531835205992509,0.9572528616024973,0.2777777777777778,0.8333333333333334,"[[76 13]
 [ 1  5]]",0.8736842105263158,0.9016129032258065,0.45454545454545453,0.8736842105263158,0.9456928838951312,0.9780020811654526,0.3125,0.8333333333333334,"[[78 11]
 [ 1  5]]",0.8421052631578947,0.9145161290322581,0.28571428571428575,0.8421052631578947,0.8595505617977528,0.9366701352757545,0.2,0.5,"[[77 12]
 [ 3  3]]",0.9157894736842105,0.9241935483870968,0.5,0.9157894736842105,0.9232209737827715,0.973309053069719,0.4,0.6666666666666666,"[[83  6]
 [ 2  4]]"
0.9368421052631579,0.9483282674772037,0.0,0.9368421052631579,0.9531835205992509,0.9448217317487266,,0.0,"[[89  0]
 [ 6  0]]",0.8947368421052632,0.8064516129032258,0.5,0.8947368421052632,0.9700374531835205,0.9552653485952134,0.35714285714285715,0.8333333333333334,"[[80  9]
 [ 1  5]]",0.8421052631578947,0.8483870967741935,0.39999999999999997,0.8421052631578947,0.9475655430711609,0.9258792924037462,0.2631578947368421,0.8333333333333334,"[[75 14]
 [ 1  5]]",0.9263157894736842,0.8225806451612904,0.5882352941176471,0.9263157894736842,0.9737827715355805,0.9670135275754421,0.45454545454545453,0.8333333333333334,"[[83  6]
 [ 1  5]]",0.9263157894736842,0.95,0.5333333333333333,0.9263157894736842,0.9119850187265917,0.9848803329864724,0.4444444444444444,0.6666666666666666,"[[84  5]
 [ 2  4]]"
0.9473684210526315,0.9513677811550152,0.2857142857142857,0.9473684210526315,0.9737827715355806,0.9555178268251273,1.0,0.16666666666666666,"[[89  0]
 [ 5  1]]",0.9368421052631579,0.785483870967742,0.625,0.9368421052631579,0.9812734082397004,0.9531113423517169,0.5,0.8333333333333334,"[[84  5]
 [ 1  5]]",0.9473684210526315,0.8209677419354838,0.6666666666666667,0.9473684210526315,0.9419475655430711,0.9358688865764828,0.5555555555555556,0.8333333333333334,"[[85  4]
 [ 1  5]]",0.9578947368421052,0.9483870967741935,0.7142857142857143,0.9578947368421052,0.9700374531835206,0.9669510926118626,0.625,0.8333333333333334,"[[86  3]
 [ 1  5]]",0.8947368421052632,0.8919354838709678,0.28571428571428575,0.8947368421052632,0.904494382022472,0.9569406867845993,0.25,0.3333333333333333,"[[83  6]
 [ 4  2]]"
0.9368421052631579,0.9574468085106383,0.25,0.9368421052631579,0.9232209737827715,0.9558573853989814,0.5,0.16666666666666666,"[[88  1]
 [ 5  1]]",0.8842105263157894,0.8048387096774193,0.42105263157894735,0.8842105263157894,0.9250936329588015,0.955098855359001,0.3076923076923077,0.6666666666666666,"[[80  9]
 [ 2  4]]",0.8842105263157894,0.8983870967741936,0.42105263157894735,0.8842105263157894,0.897003745318352,0.9711238293444329,0.3076923076923077,0.6666666666666666,"[[80  9]
 [ 2  4]]",0.8421052631578947,0.9306451612903226,0.3478260869565218,0.8421052631578947,0.8764044943820225,0.966888657648283,0.23529411764705882,0.6666666666666666,"[[76 13]
 [ 2  4]]",0.7473684210526316,0.8016129032258065,0.25,0.7473684210526316,0.7902621722846441,0.8971071800208116,0.15384615384615385,0.6666666666666666,"[[67 22]
 [ 2  4]]"
0.9473684210526315,0.9513677811550152,0.2857142857142857,0.9473684210526315,0.9625468164794008,0.9665534804753819,1.0,0.16666666666666666,"[[89  0]
 [ 5  1]]",0.9263157894736842,0.8370967741935483,0.5333333333333333,0.9263157894736842,0.9681647940074907,0.960426638917794,0.4444444444444444,0.6666666666666666,"[[84  5]
 [ 2  4]]",0.9578947368421052,0.8903225806451613,0.6666666666666666,0.9578947368421052,0.9700374531835206,0.9769927159209157,0.6666666666666666,0.6666666666666666,"[[87  2]
 [ 2  4]]",0.8526315789473684,0.9209677419354839,0.2222222222222222,0.8526315789473685,0.8632958801498127,0.9449115504682621,0.16666666666666666,0.3333333333333333,"[[79 10]
 [ 4  2]]",0.968421052631579,0.9612903225806452,0.6666666666666666,0.968421052631579,0.893258426966292,0.9871488033298648,1.0,0.5,"[[89  0]
 [ 3  3]]"
0.9473684210526315,0.9544072948328267,0.2857142857142857,0.9473684210526315,0.9887640449438202,0.9592529711375213,1.0,0.16666666666666666,"[[89  0]
 [ 5  1]]",0.9578947368421052,0.8274193548387097,0.7142857142857143,0.9578947368421052,0.9812734082397004,0.9603017689906347,0.625,0.8333333333333334,"[[86  3]
 [ 1  5]]",0.968421052631579,0.8435483870967742,0.7692307692307692,0.968421052631579,0.9887640449438202,0.9649635796045786,0.7142857142857143,0.8333333333333334,"[[87  2]
 [ 1  5]]",0.8631578947368421,0.7693548387096775,0.4347826086956522,0.8631578947368422,0.9456928838951311,0.9168990634755463,0.29411764705882354,0.8333333333333334,"[[77 12]
 [ 1  5]]",0.968421052631579,0.932258064516129,0.7272727272727272,0.968421052631579,0.9737827715355805,0.9758480749219564,0.8,0.6666666666666666,"[[88  1]
 [ 2  4]]"
